id,id_producto,peso,descripcion
0,3022,4.9,Fragil
0,2868,5.8,Fragil
1,2486,6.7,Sin descripcion
0,3116,10.6,Sin descripcion
2,3616,6.6,Fragil
1,3250,1.7,Fragil
0,1917,4.6,Fragil
0,503,3.3,Fragil
0,3032,9.0,Sin descripcion
3,1658,10.5,Fragil
3,3476,8.5,Sin descripcion
2,3202,6.0,Fragil
2,3226,10.0,Sin descripcion
0,3192,8.1,Fragil
2,2541,5.8,Sin descripcion
0,1312,8.0,Sin descripcion
0,3062,6.3,Sin descripcion
1,3115,2.0,Fragil
1,2449,7.8,Fragil
0,1238,7.6,Fragil
0,793,9.1,Fragil
4,1523,2.0,Sin descripcion
0,3512,10.0,Fragil
0,894,9.4,Sin descripcion
1,3620,3.9,Sin descripcion
3,1648,9.6,Sin descripcion
2,3642,7.9,Fragil
2,3164,8.2,Fragil
1,2446,1.2,Sin descripcion
1,3314,9.3,Fragil
4,2172,3.4,Fragil
0,1931,7.0,Sin descripcion
0,2317,9.3,Sin descripcion
0,3499,5.3,Sin descripcion
1,2557,5.0,Fragil
0,3465,10.9,Fragil
3,1958,8.8,Sin descripcion
1,3127,8.4,Fragil
1,984,1.7,Sin descripcion
2,325,2.7,Sin descripcion
2,1425,4.5,Fragil
0,965,8.5,Sin descripcion
0,1299,6.8,Fragil
2,363,3.5,Fragil
0,2710,4.5,Fragil
0,2963,7.0,Fragil
0,2073,2.6,Sin descripcion
1,48,9.4,Fragil
1,3609,8.6,Fragil
0,1400,1.9,Sin descripcion
1,2623,10.4,Fragil
1,2385,6.0,Sin descripcion
1,362,2.3,Sin descripcion
0,1224,2.8,Sin descripcion
1,2156,5.8,Sin descripcion
2,2090,1.3,Fragil
4,3004,5.8,Sin descripcion
2,155,4.8,Fragil
2,3648,2.0,Fragil
1,634,1.0,Sin descripcion
1,152,7.3,Sin descripcion
2,491,10.1,Sin descripcion
2,2588,5.5,Sin descripcion
1,3633,2.7,Sin descripcion
0,868,4.6,Sin descripcion
1,1642,1.8,Fragil
0,2265,3.8,Sin descripcion
0,1796,7.3,Fragil
1,2066,4.4,Fragil
4,322,6.9,Sin descripcion
1,3205,6.5,Fragil
0,3715,2.8,Fragil
2,1436,7.4,Fragil
1,2572,8.4,Fragil
2,993,7.0,Sin descripcion
3,1926,4.4,Sin descripcion
0,3684,2.7,Sin descripcion
0,48,9.9,Sin descripcion
4,1432,6.1,Sin descripcion
0,3097,3.8,Fragil
3,1335,8.4,Sin descripcion
0,2991,10.3,Fragil
0,3212,10.1,Fragil
1,1450,6.3,Fragil
0,2017,6.9,Fragil
3,1257,9.9,Sin descripcion
0,2319,2.5,Sin descripcion
0,1114,8.0,Fragil
2,1263,9.0,Sin descripcion
0,1548,3.7,Fragil
2,1997,1.3,Sin descripcion
2,3474,1.4,Sin descripcion
1,3149,6.2,Sin descripcion
1,779,10.2,Sin descripcion
1,421,5.7,Fragil
3,1641,4.6,Fragil
0,1491,2.7,Fragil
2,221,6.8,Sin descripcion
1,2737,3.0,Fragil
1,282,6.2,Sin descripcion
3,3025,7.5,Fragil
0,1469,10.5,Fragil
1,201,3.3,Fragil
0,2816,3.8,Fragil
3,3094,3.2,Fragil
1,3405,1.4,Fragil
1,2512,1.5,Fragil
1,759,10.2,Sin descripcion
0,3228,5.5,Sin descripcion
0,3232,6.8,Fragil
0,3392,1.5,Sin descripcion
0,682,7.7,Sin descripcion
2,1714,7.2,Sin descripcion
3,3366,8.5,Sin descripcion
1,16,6.0,Fragil
2,2683,7.5,Fragil
3,3275,4.9,Fragil
3,698,9.8,Fragil
2,3634,3.6,Sin descripcion
1,2836,10.9,Sin descripcion
0,3508,8.8,Sin descripcion
0,3239,6.4,Fragil
0,2756,9.6,Sin descripcion
0,3557,9.0,Sin descripcion
0,510,2.9,Sin descripcion
0,798,1.3,Fragil
2,2449,3.5,Fragil
1,458,4.8,Fragil
3,1794,5.5,Sin descripcion
4,3461,9.5,Fragil
0,2996,9.5,Fragil
1,1699,2.0,Fragil
2,225,2.0,Sin descripcion
2,1978,2.4,Sin descripcion
0,1054,5.8,Fragil
1,411,10.7,Sin descripcion
3,72,4.8,Sin descripcion
0,1395,1.9,Fragil
0,774,1.3,Sin descripcion
1,1334,3.7,Sin descripcion
4,629,8.3,Sin descripcion
3,72,4.8,Sin descripcion
2,2420,8.6,Sin descripcion
0,3098,1.4,Fragil
3,2578,10.9,Fragil
3,3021,9.7,Sin descripcion
0,3536,6.8,Fragil
2,1632,5.9,Fragil
1,1269,7.0,Sin descripcion
2,3434,8.8,Sin descripcion
0,808,9.9,Fragil
2,2294,1.9,Fragil
4,2707,3.8,Sin descripcion
0,3662,9.9,Fragil
0,1431,8.0,Fragil
1,3417,10.2,Fragil
0,3417,5.5,Sin descripcion
4,1559,8.3,Sin descripcion
0,2263,8.0,Fragil
0,267,8.0,Sin descripcion
1,2296,5.8,Sin descripcion
1,1624,9.3,Sin descripcion
2,2238,8.8,Sin descripcion
4,3115,8.1,Sin descripcion
3,3684,9.8,Fragil
0,152,1.9,Fragil
0,3159,3.3,Sin descripcion
2,2086,6.1,Fragil
0,1507,8.5,Sin descripcion
0,3027,1.8,Fragil
0,2630,2.5,Fragil
1,3273,4.6,Sin descripcion
1,2927,6.9,Sin descripcion
0,3071,6.7,Sin descripcion
2,1761,6.4,Fragil
2,1483,10.1,Sin descripcion
2,3203,9.5,Sin descripcion
0,117,7.6,Fragil
2,1818,10.0,Sin descripcion
0,1486,7.6,Sin descripcion
0,3090,2.2,Sin descripcion
0,2915,10.6,Fragil
2,511,8.7,Sin descripcion
2,3000,8.7,Sin descripcion
1,2545,8.4,Fragil
2,3342,2.0,Sin descripcion
2,3330,7.7,Sin descripcion
3,2905,2.6,Sin descripcion
0,1683,5.7,Fragil
0,3618,2.3,Fragil
4,3213,6.8,Sin descripcion
0,1281,9.5,Fragil
1,3298,3.8,Fragil
3,1406,2.5,Fragil
3,2620,9.0,Fragil
0,3615,10.2,Sin descripcion
0,989,2.9,Fragil
3,184,3.4,Fragil
1,1526,2.5,Sin descripcion
0,3314,1.1,Sin descripcion
3,509,7.5,Fragil
2,2379,3.9,Sin descripcion
1,1920,7.0,Sin descripcion
1,3217,10.3,Sin descripcion
4,3302,1.8,Sin descripcion
1,2580,10.4,Sin descripcion
1,3289,2.2,Fragil
1,49,8.7,Fragil
1,2813,5.8,Fragil
2,214,7.3,Sin descripcion
2,3554,2.7,Sin descripcion
2,1017,3.3,Fragil
2,3225,7.6,Sin descripcion
0,3461,3.2,Sin descripcion
1,73,5.7,Sin descripcion
1,3068,2.1,Fragil
0,3414,7.2,Sin descripcion
2,3307,1.4,Fragil
0,3574,5.9,Sin descripcion
1,2741,8.2,Sin descripcion
1,3338,10.9,Fragil
0,3604,8.5,Fragil
3,19,2.9,Sin descripcion
2,3606,10.4,Sin descripcion
0,3249,8.2,Sin descripcion
2,1286,1.1,Sin descripcion
3,17,1.5,Sin descripcion
2,3192,4.2,Fragil
0,2906,6.0,Sin descripcion
4,437,4.2,Sin descripcion
1,469,1.7,Sin descripcion
0,3663,8.1,Sin descripcion
1,955,2.9,Fragil
4,1011,1.4,Fragil
1,852,7.5,Fragil
0,1389,2.9,Fragil
1,123,2.6,Fragil
1,599,8.7,Sin descripcion
2,3621,7.8,Fragil
1,1522,6.9,Fragil
3,408,8.1,Fragil
2,600,2.1,Fragil
1,3593,8.1,Sin descripcion
1,3084,9.4,Sin descripcion
1,3569,3.6,Sin descripcion
4,1908,10.0,Fragil
1,215,9.8,Fragil
0,270,4.4,Sin descripcion
1,3092,8.4,Fragil
0,3008,6.0,Fragil
0,2473,9.1,Sin descripcion
0,3695,2.2,Sin descripcion
0,3689,1.0,Sin descripcion
0,18,1.5,Fragil
3,3104,4.7,Sin descripcion
0,3480,4.9,Fragil
3,3288,10.8,Sin descripcion
2,3335,2.8,Sin descripcion
0,381,8.0,Sin descripcion
1,121,7.4,Fragil
3,96,2.2,Fragil
0,3479,5.4,Fragil
1,3671,9.1,Sin descripcion
4,2586,4.5,Fragil
2,62,4.9,Sin descripcion
3,691,9.7,Sin descripcion
1,3598,2.3,Sin descripcion
0,1551,1.6,Fragil
1,2774,8.3,Fragil
2,1778,9.2,Sin descripcion
0,2233,3.4,Sin descripcion
4,3087,8.3,Sin descripcion
1,1776,9.0,Sin descripcion
0,769,10.3,Sin descripcion
0,1731,5.2,Fragil
2,2259,9.5,Sin descripcion
1,959,4.6,Fragil
1,2310,7.9,Sin descripcion
1,749,4.2,Fragil
1,3268,8.3,Fragil
2,3383,6.6,Fragil
1,3434,1.0,Fragil
3,1700,10.9,Fragil
2,222,4.7,Fragil
1,2604,9.5,Sin descripcion
1,3308,8.7,Fragil
1,3459,7.9,Sin descripcion
0,1059,4.8,Sin descripcion
1,3704,9.7,Fragil
0,634,3.3,Sin descripcion
0,264,4.9,Sin descripcion
2,343,1.8,Fragil
3,322,7.3,Sin descripcion
0,3519,4.7,Fragil
1,3271,7.8,Sin descripcion
0,2121,2.3,Fragil
0,2031,3.5,Sin descripcion
2,3563,2.4,Sin descripcion
4,3117,3.8,Sin descripcion
4,2547,9.1,Sin descripcion
4,3447,4.5,Fragil
0,2916,1.0,Fragil
2,1742,10.7,Fragil
2,1581,5.1,Fragil
0,238,1.4,Fragil
2,109,6.4,Sin descripcion
0,777,4.1,Sin descripcion
0,2973,2.9,Sin descripcion
0,3327,10.0,Fragil
0,3084,3.1,Fragil
0,3654,7.4,Sin descripcion
0,847,3.9,Sin descripcion
1,1045,2.6,Sin descripcion
1,983,6.3,Sin descripcion
0,2123,9.7,Fragil
1,340,2.2,Sin descripcion
1,3297,5.1,Fragil
3,30,4.7,Sin descripcion
0,1304,9.0,Sin descripcion
0,3693,1.8,Sin descripcion
0,331,10.3,Fragil
3,785,8.4,Sin descripcion
3,3670,10.8,Sin descripcion
4,1262,4.8,Fragil
3,3551,9.8,Fragil
1,1071,4.3,Fragil
2,2823,10.0,Fragil
0,2639,6.8,Fragil
0,1714,1.3,Fragil
2,1779,7.2,Fragil
1,122,10.7,Sin descripcion
0,3632,8.2,Fragil
0,2273,6.5,Sin descripcion
1,26,7.3,Sin descripcion
3,3464,6.5,Fragil
0,1473,1.4,Fragil
1,2581,10.2,Fragil
0,3516,10.6,Fragil
1,2014,8.9,Fragil
1,3611,3.9,Fragil
0,3559,2.3,Fragil
2,1634,10.7,Fragil
2,2230,9.0,Sin descripcion
0,213,9.4,Fragil
1,402,8.8,Fragil
2,565,4.1,Fragil
1,2056,7.0,Fragil
1,1439,9.6,Fragil
0,2279,1.0,Fragil
0,3268,5.7,Sin descripcion
0,1783,1.7,Sin descripcion
1,3523,4.7,Sin descripcion
2,953,2.0,Sin descripcion
2,1509,3.7,Sin descripcion
0,1999,6.1,Sin descripcion
1,1312,1.4,Sin descripcion
1,3007,6.6,Fragil
3,1968,2.2,Sin descripcion
4,3424,9.3,Sin descripcion
2,1376,2.4,Sin descripcion
0,3339,6.5,Sin descripcion
1,2058,6.2,Fragil
0,1800,2.8,Sin descripcion
1,1169,10.3,Fragil
2,191,3.6,Fragil
1,3449,5.6,Sin descripcion
1,2454,3.1,Sin descripcion
1,3385,8.6,Sin descripcion
0,1258,9.5,Sin descripcion
3,2592,3.7,Sin descripcion
1,3337,10.9,Fragil
1,1849,2.0,Fragil
4,2246,3.3,Fragil
2,1660,4.5,Fragil
1,271,1.5,Sin descripcion
1,3464,5.0,Fragil
2,1195,6.7,Fragil
1,3194,6.4,Sin descripcion
3,3546,4.7,Sin descripcion
2,727,9.2,Fragil
3,2613,8.2,Fragil
0,2101,10.1,Fragil
3,488,8.8,Fragil
1,1554,10.0,Sin descripcion
3,2678,8.6,Sin descripcion
3,960,6.4,Sin descripcion
3,3301,8.5,Fragil
3,3493,9.3,Fragil
1,3643,8.9,Sin descripcion
3,767,5.4,Fragil
1,3059,5.2,Fragil
0,2878,3.0,Fragil
0,188,5.9,Sin descripcion
3,3223,8.3,Fragil
0,3219,8.8,Fragil
3,3397,2.3,Sin descripcion
3,693,6.8,Sin descripcion
1,2196,2.3,Sin descripcion
0,3069,6.6,Sin descripcion
1,109,4.4,Sin descripcion
1,1405,3.0,Sin descripcion
0,2797,1.0,Sin descripcion
1,1645,10.0,Sin descripcion
3,1011,9.9,Sin descripcion
0,3221,4.8,Sin descripcion
1,2587,6.6,Fragil
1,528,9.3,Fragil
1,2378,5.5,Fragil
0,2208,5.7,Sin descripcion
1,3107,3.6,Sin descripcion
3,2571,9.1,Fragil
3,3576,4.6,Fragil
0,1753,5.6,Fragil
0,174,8.7,Fragil
0,3401,1.2,Fragil
1,3305,6.9,Fragil
0,1710,6.2,Fragil
2,2483,4.9,Sin descripcion
3,581,1.4,Fragil
4,3013,7.0,Sin descripcion
0,1192,5.4,Sin descripcion
1,3066,5.0,Fragil
2,3104,2.7,Fragil
1,1510,8.9,Fragil
2,3428,2.5,Fragil
1,953,10.7,Sin descripcion
1,1673,1.7,Sin descripcion
1,960,5.2,Fragil
0,3678,3.5,Fragil
0,3664,5.9,Fragil
0,898,5.8,Fragil
0,5,1.9,Fragil
4,3413,1.0,Sin descripcion
3,22,10.5,Sin descripcion
3,899,9.6,Sin descripcion
3,180,1.7,Fragil
0,197,8.4,Sin descripcion
0,3252,2.5,Fragil
0,1279,6.0,Sin descripcion
2,398,9.9,Sin descripcion
2,2321,5.6,Sin descripcion
1,843,2.5,Sin descripcion
0,16,10.2,Sin descripcion
1,341,3.7,Sin descripcion
2,1457,8.3,Fragil
3,1508,4.2,Sin descripcion
0,1887,3.9,Sin descripcion
1,91,3.4,Sin descripcion
4,2068,6.5,Sin descripcion
0,1344,10.7,Fragil
3,3109,5.5,Sin descripcion
2,3493,5.7,Fragil
0,3321,10.9,Fragil
0,1763,3.2,Sin descripcion
0,1816,10.3,Fragil
2,3020,2.6,Fragil
0,1844,5.0,Fragil
2,1749,1.8,Sin descripcion
0,1852,5.4,Fragil
0,3523,3.6,Fragil
2,1471,8.9,Fragil
1,715,9.8,Sin descripcion
1,2230,8.5,Sin descripcion
0,3165,2.6,Sin descripcion
0,1986,9.7,Sin descripcion
3,3357,8.4,Sin descripcion
3,3640,4.9,Sin descripcion
1,708,7.0,Sin descripcion
2,803,4.9,Sin descripcion
1,3072,2.9,Fragil
1,3303,8.2,Fragil
4,2315,8.1,Sin descripcion
3,1967,5.4,Sin descripcion
0,3005,8.3,Sin descripcion
0,457,2.3,Fragil
0,2758,3.9,Sin descripcion
0,1029,9.4,Sin descripcion
1,500,8.6,Fragil
0,2083,10.8,Sin descripcion
1,993,7.0,Sin descripcion
0,3597,10.3,Sin descripcion
3,1688,8.8,Sin descripcion
0,3488,8.0,Sin descripcion
1,173,8.9,Sin descripcion
0,329,9.1,Fragil
2,562,8.8,Sin descripcion
0,2768,6.3,Fragil
0,1287,3.4,Fragil
4,3658,5.9,Sin descripcion
4,3157,8.2,Sin descripcion
2,3255,1.5,Fragil
1,1171,9.6,Sin descripcion
0,1471,4.8,Sin descripcion
4,517,1.1,Sin descripcion
0,3557,9.0,Sin descripcion
3,1115,4.4,Fragil
0,3184,4.9,Fragil
0,2646,9.7,Sin descripcion
1,2868,2.3,Sin descripcion
1,3022,4.2,Sin descripcion
2,250,3.7,Fragil
0,3504,4.8,Fragil
2,1601,2.8,Fragil
1,664,10.5,Fragil
1,1514,2.7,Fragil
0,2564,7.8,Fragil
1,89,10.4,Sin descripcion
4,1474,6.1,Fragil
0,1253,5.3,Fragil
0,1547,5.5,Sin descripcion
1,3179,8.9,Fragil
0,1314,10.0,Fragil
0,3564,3.6,Fragil
1,2022,8.1,Sin descripcion
0,2054,8.6,Sin descripcion
1,3642,10.8,Sin descripcion
0,3214,4.7,Fragil
1,3098,6.0,Fragil
3,712,8.1,Sin descripcion
1,1587,2.1,Sin descripcion
0,1927,3.6,Sin descripcion
0,579,1.0,Fragil
0,796,9.0,Fragil
2,3025,5.4,Sin descripcion
2,2598,6.9,Fragil
0,940,6.5,Fragil
2,2912,7.8,Sin descripcion
3,325,4.5,Fragil
0,712,3.5,Fragil
2,2867,3.6,Sin descripcion
0,2441,8.4,Sin descripcion
3,2550,10.9,Sin descripcion
2,2002,9.4,Sin descripcion
0,1891,6.8,Fragil
1,2816,4.9,Sin descripcion
1,1420,7.3,Fragil
1,338,6.9,Fragil
4,2556,6.5,Fragil
1,1267,7.6,Fragil
0,217,5.8,Fragil
0,3156,2.9,Sin descripcion
1,793,7.5,Sin descripcion
1,1682,2.4,Fragil
2,3258,2.4,Fragil
1,3021,3.2,Fragil
3,1974,3.3,Fragil
2,2849,3.9,Sin descripcion
0,2086,2.2,Fragil
2,1395,5.4,Sin descripcion
0,991,9.5,Fragil
1,2134,3.3,Fragil
0,589,5.5,Sin descripcion
0,2047,7.3,Fragil
4,411,3.8,Sin descripcion
0,2243,4.2,Fragil
3,3218,6.2,Fragil
1,3169,2.1,Sin descripcion
0,1538,2.1,Sin descripcion
4,2359,9.2,Fragil
2,1873,1.5,Fragil
2,3226,10.0,Sin descripcion
0,1017,4.1,Fragil
3,3282,9.5,Sin descripcion
1,190,8.1,Fragil
0,1904,3.8,Sin descripcion
2,66,5.1,Fragil
1,56,3.9,Sin descripcion
0,3511,9.6,Fragil
0,3103,6.9,Fragil
1,2198,9.6,Fragil
0,2847,7.6,Fragil
3,643,9.6,Sin descripcion
1,3396,9.0,Fragil
4,796,3.3,Fragil
3,923,6.3,Fragil
2,3001,1.2,Fragil
1,3458,3.8,Fragil
1,2917,6.1,Fragil
1,2158,1.3,Sin descripcion
2,3670,7.0,Sin descripcion
3,329,2.6,Fragil
3,1797,8.9,Fragil
0,970,4.2,Sin descripcion
3,1433,6.7,Sin descripcion
0,1785,8.0,Fragil
4,1735,4.7,Sin descripcion
0,1078,5.8,Sin descripcion
0,349,8.4,Fragil
0,55,7.8,Fragil
1,2526,5.8,Fragil
0,345,6.6,Sin descripcion
0,2985,9.7,Sin descripcion
2,1891,3.0,Sin descripcion
0,3142,8.6,Sin descripcion
0,1709,1.9,Fragil
2,463,5.9,Fragil
0,490,10.5,Sin descripcion
0,2002,10.3,Fragil
0,3475,7.6,Fragil
2,1328,8.4,Sin descripcion
4,682,4.5,Sin descripcion
3,2591,10.3,Sin descripcion
1,170,3.3,Sin descripcion
1,2469,10.8,Fragil
2,3160,6.0,Sin descripcion
2,2750,8.8,Sin descripcion
0,903,5.7,Sin descripcion
3,35,7.3,Sin descripcion
1,3467,8.1,Sin descripcion
2,3452,7.3,Sin descripcion
4,3274,5.8,Sin descripcion
1,1626,6.8,Fragil
1,57,9.5,Sin descripcion
2,3456,6.1,Fragil
4,778,4.5,Fragil
0,889,9.7,Sin descripcion
1,1355,6.2,Sin descripcion
0,21,7.1,Fragil
2,624,6.7,Fragil
2,3617,2.2,Sin descripcion
4,0,4.7,Sin descripcion
0,1036,5.5,Sin descripcion
2,709,6.3,Fragil
4,3389,2.2,Fragil
1,2294,8.5,Sin descripcion
4,3634,9.1,Sin descripcion
0,1518,8.7,Fragil
3,1680,6.8,Fragil
1,3057,3.9,Fragil
0,862,9.0,Fragil
0,3225,7.3,Sin descripcion
0,241,5.8,Fragil
0,2491,7.5,Sin descripcion
0,3667,2.9,Sin descripcion
0,2328,2.8,Fragil
0,502,1.4,Fragil
0,24,10.6,Fragil
1,150,8.8,Sin descripcion
1,3326,8.2,Fragil
0,3680,6.8,Fragil
0,826,3.3,Fragil
0,3021,6.4,Sin descripcion
3,874,3.7,Sin descripcion
0,102,2.9,Sin descripcion
2,3128,5.7,Sin descripcion
0,91,9.6,Sin descripcion
0,2773,2.2,Fragil
0,93,3.9,Fragil
1,1211,7.5,Fragil
0,2910,7.3,Sin descripcion
1,2146,1.2,Fragil
1,463,1.2,Sin descripcion
3,1468,4.1,Fragil
1,3658,2.9,Fragil
0,2027,8.9,Sin descripcion
0,2682,5.1,Sin descripcion
0,3452,7.5,Fragil
0,2512,1.0,Fragil
0,3484,5.4,Sin descripcion
0,3311,9.8,Sin descripcion
1,1200,9.4,Sin descripcion
0,2622,8.0,Sin descripcion
0,1867,3.8,Fragil
2,1386,6.4,Sin descripcion
0,3409,9.8,Sin descripcion
0,2205,4.0,Fragil
4,2562,5.7,Sin descripcion
0,48,9.9,Sin descripcion
0,3683,1.0,Sin descripcion
0,3261,3.4,Fragil
2,3129,5.1,Sin descripcion
1,1778,9.8,Fragil
0,2810,6.7,Sin descripcion
4,755,7.6,Sin descripcion
0,1194,10.0,Sin descripcion
3,3572,2.8,Fragil
3,2010,6.9,Fragil
1,2840,7.2,Fragil
2,3494,5.2,Fragil
4,3181,9.1,Sin descripcion
0,924,10.0,Fragil
2,3157,1.2,Sin descripcion
0,1935,8.0,Sin descripcion
0,2330,4.8,Fragil
3,1815,10.0,Fragil
0,3222,2.6,Sin descripcion
0,3406,5.6,Fragil
2,867,2.9,Fragil
0,3336,5.5,Sin descripcion
0,2638,7.8,Fragil
1,1311,5.8,Sin descripcion
3,3533,9.1,Fragil
0,15,1.0,Fragil
1,1141,7.8,Sin descripcion
0,606,3.4,Sin descripcion
1,479,2.1,Fragil
2,1758,8.5,Sin descripcion
2,508,5.3,Fragil
3,1062,4.7,Fragil
3,2302,4.1,Sin descripcion
0,1375,8.4,Fragil
3,1500,3.7,Sin descripcion
1,556,1.9,Fragil
0,685,5.7,Fragil
2,3497,9.4,Fragil
1,144,10.0,Fragil
0,186,6.3,Sin descripcion
1,3606,1.4,Fragil
2,1449,5.7,Sin descripcion
0,2400,8.5,Fragil
3,2913,5.0,Sin descripcion
2,3626,3.6,Sin descripcion
2,643,7.9,Fragil
1,1633,5.6,Fragil
1,3017,8.3,Fragil
0,1519,6.1,Fragil
3,1559,1.1,Fragil
0,410,2.3,Sin descripcion
0,1777,7.3,Fragil
0,1728,1.0,Sin descripcion
0,3307,10.2,Sin descripcion
1,3040,1.9,Fragil
3,636,1.9,Fragil
2,35,1.8,Sin descripcion
0,3107,8.2,Fragil
1,29,8.4,Fragil
2,3286,8.3,Sin descripcion
0,691,9.3,Sin descripcion
1,2501,10.7,Fragil
3,1529,8.8,Fragil
1,1016,9.6,Fragil
4,1654,4.5,Fragil
2,942,8.2,Fragil
0,3139,10.7,Sin descripcion
0,2602,4.3,Fragil
1,1248,6.8,Sin descripcion
0,2468,10.7,Fragil
0,2409,10.0,Sin descripcion
2,1024,7.2,Sin descripcion
4,661,2.3,Fragil
1,2010,9.9,Sin descripcion
2,3611,3.0,Sin descripcion
0,2153,6.7,Fragil
2,3679,5.8,Sin descripcion
0,3541,8.5,Fragil
0,3197,9.4,Sin descripcion
0,3154,4.8,Fragil
0,3606,9.8,Sin descripcion
3,2538,9.0,Fragil
2,320,9.7,Sin descripcion
3,3265,2.0,Fragil
2,2431,4.3,Sin descripcion
2,11,6.1,Sin descripcion
1,1750,7.2,Fragil
1,2089,9.2,Sin descripcion
3,3499,6.8,Sin descripcion
1,2375,7.2,Fragil
2,2921,3.4,Sin descripcion
1,3529,3.3,Sin descripcion
3,134,8.3,Fragil
2,3387,10.1,Sin descripcion
0,763,5.5,Sin descripcion
2,2106,1.1,Fragil
2,3032,2.8,Fragil
2,2295,1.0,Fragil
0,2478,4.0,Fragil
1,473,7.8,Sin descripcion
2,1466,7.5,Fragil
0,1908,5.3,Sin descripcion
0,259,1.1,Fragil
1,727,5.3,Fragil
0,3375,4.1,Fragil
1,1000,5.2,Sin descripcion
4,1514,9.0,Fragil
3,3616,3.4,Sin descripcion
0,3389,6.7,Sin descripcion
4,724,3.5,Fragil
1,3270,10.3,Sin descripcion
2,3327,8.8,Sin descripcion
1,754,9.9,Sin descripcion
0,3542,3.5,Sin descripcion
2,2226,1.8,Sin descripcion
1,3410,10.0,Fragil
0,371,5.8,Fragil
3,1617,3.2,Sin descripcion
2,3405,9.4,Fragil
0,274,3.7,Sin descripcion
0,3350,3.2,Sin descripcion
1,2541,1.8,Fragil
2,3104,2.7,Fragil
0,3072,6.1,Fragil
0,3295,4.8,Sin descripcion
1,2192,4.0,Fragil
2,2246,3.0,Sin descripcion
1,1313,9.3,Sin descripcion
4,1017,3.7,Sin descripcion
2,3231,9.7,Fragil
0,3383,8.6,Fragil
1,2399,7.0,Fragil
1,7,4.1,Fragil
2,295,3.7,Sin descripcion
1,2465,6.6,Sin descripcion
0,3018,10.2,Sin descripcion
3,2129,8.9,Sin descripcion
4,294,5.0,Fragil
2,3328,5.7,Sin descripcion
0,2703,10.1,Fragil
3,2192,2.3,Fragil
0,80,8.8,Fragil
1,3454,7.8,Fragil
1,231,4.7,Fragil
0,1080,4.9,Sin descripcion
3,3447,2.2,Sin descripcion
1,2413,2.0,Fragil
0,1145,2.3,Sin descripcion
1,3608,8.1,Sin descripcion
1,3509,10.6,Sin descripcion
0,240,4.3,Sin descripcion
1,2602,1.9,Sin descripcion
1,2530,8.1,Sin descripcion
2,1591,9.0,Sin descripcion
1,3711,5.9,Fragil
1,1824,1.6,Sin descripcion
3,621,8.0,Fragil
1,211,6.7,Fragil
0,2043,7.9,Sin descripcion
0,1752,10.9,Sin descripcion
1,722,9.6,Fragil
1,1104,4.6,Sin descripcion
4,3238,6.7,Sin descripcion
0,2028,4.7,Sin descripcion
2,3372,10.6,Sin descripcion
3,2299,5.7,Sin descripcion
1,2119,7.2,Fragil
1,582,9.7,Fragil
3,3373,4.9,Fragil
3,3565,2.5,Fragil
1,3013,4.4,Fragil
0,867,4.6,Sin descripcion
1,3050,10.3,Fragil
3,1002,6.1,Sin descripcion
0,3307,10.2,Sin descripcion
0,1115,2.3,Fragil
0,1593,9.0,Sin descripcion
4,1345,5.6,Fragil
0,2246,8.3,Fragil
0,327,3.1,Fragil
1,3086,1.6,Sin descripcion
1,3285,3.5,Sin descripcion
1,1029,10.6,Fragil
1,2933,3.9,Fragil
2,1534,5.9,Fragil
0,3276,4.3,Sin descripcion
3,618,6.5,Fragil
2,154,5.7,Fragil
2,2991,6.4,Sin descripcion
0,3504,4.8,Fragil
1,2358,1.9,Fragil
2,1739,2.1,Sin descripcion
4,1028,9.2,Fragil
1,1531,7.6,Fragil
2,2440,3.2,Sin descripcion
0,1794,4.3,Sin descripcion
0,2525,6.7,Fragil
1,3223,7.6,Sin descripcion
0,358,1.3,Sin descripcion
1,176,3.2,Fragil
0,2993,9.0,Fragil
3,3655,5.7,Fragil
3,2503,4.1,Sin descripcion
4,784,6.9,Sin descripcion
0,1219,2.9,Fragil
3,3041,4.8,Sin descripcion
0,1849,8.6,Sin descripcion
0,1231,1.6,Sin descripcion
3,3461,8.7,Fragil
3,3110,9.9,Fragil
0,3060,1.0,Sin descripcion
3,3013,10.8,Fragil
3,321,3.6,Sin descripcion
2,308,7.7,Sin descripcion
0,3044,5.7,Fragil
2,976,10.9,Sin descripcion
0,3660,6.0,Sin descripcion
1,2749,2.0,Sin descripcion
0,3543,10.3,Fragil
0,3601,7.5,Sin descripcion
1,2938,5.9,Fragil
2,1219,8.6,Fragil
0,1123,1.4,Sin descripcion
2,2089,6.1,Sin descripcion
1,3646,10.9,Fragil
0,3717,4.1,Sin descripcion
2,2597,4.5,Fragil
0,1349,1.9,Fragil
2,2109,8.0,Sin descripcion
1,1105,4.3,Sin descripcion
4,1141,1.0,Sin descripcion
3,2536,1.9,Fragil
0,770,8.0,Sin descripcion
0,3147,8.2,Fragil
2,2756,2.1,Sin descripcion
4,1844,3.0,Sin descripcion
3,2342,8.0,Sin descripcion
0,2314,1.8,Fragil
0,2964,3.8,Fragil
1,3101,1.2,Fragil
2,2515,8.8,Fragil
0,2137,1.5,Sin descripcion
0,3188,5.8,Sin descripcion
3,911,3.1,Sin descripcion
0,3003,1.3,Fragil
3,474,5.9,Sin descripcion
1,3632,1.5,Sin descripcion
2,1648,2.3,Fragil
